posi_id,legacy_id,title,issn_online,openalex_source_id,article_count,minted_or_reused
POSI-J-024372,j-bench-archives-of-gerontology-and-geriatrics-1229,"Archives of Gerontology and Geriatrics",0167-4943,S153378518,6320,minted
POSI-J-010832,j-bench-archives-of-gerontology-and-geriatrics-plus-1230,"Archives of Gerontology and Geriatrics Plus",2950-3078,S4389158024,314,reused
POSI-J-024373,j-bench-archives-of-legal-medicine-1231,"Archives of Legal Medicine",2950-3949,S5407037050,89,minted
POSI-J-024374,j-bench-archives-des-maladies-du-c-ur-et-des-vaisseaux-pratique-1232,"Archives des Maladies du Cœur et des Vaisseaux - Pratique",1261-694X,S8104296,2883,minted
POSI-J-024375,j-bench-archives-des-maladies-professionnelles-et-de-l-environnement-1233,"Archives des Maladies Professionnelles et de l’Environnement",1775-8785,S193557460,7828,minted
POSI-J-024376,j-bench-archives-of-medical-research-1234,"Archives of Medical Research",0188-4409,S157833918,3585,minted
POSI-J-024377,j-bench-archives-of-oral-biology-1235,"Archives of Oral Biology",0003-9969,S44717366,11874,minted
POSI-J-024378,j-bench-archives-of-physical-medicine-and-rehabilitation-1236,"Archives of Physical Medicine and Rehabilitation",0003-9993,S110924429,24722,minted
POSI-J-024379,j-bench-archives-of-psychiatric-nursing-1237,"Archives of Psychiatric Nursing",0883-9417,S69840963,3438,minted
POSI-J-006695,j-bench-archives-of-rehabilitation-research-and-clinical-translation-1238,"Archives of Rehabilitation Research and Clinical Translation",2590-1095,S4210197572,569,reused
POSI-J-024380,j-bench-archives-of-stroke-rehabilitation-1239,"Archives of Stroke Rehabilitation",3117-8588,S7407062438,1,minted
POSI-J-024381,j-bench-archivos-de-bronconeumolog-a-1240,"Archivos de Bronconeumología",0300-2896,S198888318,12422,minted
POSI-J-024382,j-bench-archivos-de-la-sociedad-espa-ola-de-oftalmolog-a-1241,"Archivos de la Sociedad Española de Oftalmología",0365-6691,S2755649941,4113,minted
POSI-J-024383,j-bench-archivos-de-la-sociedad-espa-ola-de-oftalmolog-a-english-edi-1242,"Archivos de la Sociedad Española de Oftalmología (English Edition)",2173-5794,S4210169497,2031,minted
POSI-J-003982,j-bench-array-1243,"Array",2590-0056,S4210194039,1066,reused
POSI-J-002017,j-bench-arthroplasty-today-1244,"Arthroplasty Today",2352-3441,S2764917330,1996,reused
POSI-J-024384,j-bench-arthropod-structure-development-1245,"Arthropod Structure & Development",1467-8039,S38044275,1387,minted
POSI-J-002984,j-bench-arthroscopy-sports-medicine-and-rehabilitation-1246,"Arthroscopy, Sports Medicine, and Rehabilitation",2666-061X,S4210234811,1293,reused
POSI-J-001089,j-bench-arthroscopy-techniques-1247,"Arthroscopy Techniques",2212-6287,S2764888703,4284,reused
POSI-J-024385,j-bench-artificial-intelligence-1248,"Artificial Intelligence",0004-3702,S196139623,4833,minted
POSI-J-010017,j-bench-artificial-intelligence-in-agriculture-1249,"Artificial Intelligence in Agriculture",2589-7217,S4210228435,349,reused
POSI-J-016257,j-bench-artificial-intelligence-chemistry-1250,"Artificial Intelligence Chemistry",2949-7477,S4387288027,127,reused
POSI-J-024386,j-bench-artificial-intelligence-in-emergency-medicine-1251,"Artificial Intelligence in Emergency Medicine",3051-2883,S5407055984,26,minted
POSI-J-013294,j-bench-artificial-intelligence-in-geosciences-1252,"Artificial Intelligence in Geosciences",2666-5441,S4210202500,216,reused
POSI-J-014849,j-bench-artificial-intelligence-in-the-life-sciences-1253,"Artificial Intelligence in the Life Sciences",2667-3185,S4210201793,159,reused
POSI-J-024387,j-bench-artificial-intelligence-in-medicine-1254,"Artificial Intelligence in Medicine",0933-3657,S42468263,3555,minted
POSI-J-024388,j-bench-artificial-intelligence-for-transportation-1255,"Artificial Intelligence for Transportation",3050-8606,S5407047501,57,minted
POSI-J-024389,j-bench-the-arts-in-psychotherapy-1256,"The Arts in Psychotherapy",0197-4556,S41882632,3075,minted
POSI-J-016225,j-bench-asia-and-the-global-economy-1257,"Asia and the Global Economy",2667-1115,S4210198794,126,reused
POSI-J-024390,j-bench-asia-nexus-journal-of-management-1258,"Asia Nexus Journal of Management",3050-9548,,0,minted
POSI-J-003004,j-bench-asia-pacific-journal-of-ophthalmology-1259,"Asia-Pacific Journal of Ophthalmology",2162-0989,S4210173874,1290,reused
POSI-J-004266,j-bench-asia-pacific-journal-of-sports-medicine-arthroscopy-rehabili-1260,"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",2214-6873,S2764637343,885,reused
POSI-J-024391,j-bench-asia-pacific-management-review-1261,"Asia Pacific Management Review",1029-3132,S2764726166,760,minted
POSI-J-003824,j-bench-asian-journal-of-pharmaceutical-sciences-1262,"Asian Journal of Pharmaceutical Sciences",1818-0876,S2764650913,992,reused
POSI-J-024392,j-bench-asian-journal-of-psychiatry-1263,"Asian Journal of Psychiatry",1876-2018,S152361726,4984,minted
POSI-J-000408,j-bench-the-asian-journal-of-shipping-and-logistics-1264,"The Asian Journal of Shipping and Logistics",2092-5212,S4210177195,454,reused
POSI-J-024393,j-bench-asian-journal-of-social-science-1265,"Asian Journal of Social Science",1568-4849,S4210177237,1945,minted
POSI-J-016637,j-bench-asian-journal-of-sport-and-exercise-psychology-1266,"Asian Journal of Sport and Exercise Psychology",2667-2391,S4210236418,117,reused
POSI-J-024394,j-bench-asian-journal-of-surgery-1267,"Asian Journal of Surgery",1015-9584,S111902150,13984,minted
POSI-J-004530,j-bench-asian-journal-of-urology-1268,"Asian Journal of Urology",2214-3882,S2764572459,834,reused
POSI-J-004769,j-bench-asian-nursing-research-1269,"Asian Nursing Research",1976-1317,S164414985,794,reused
POSI-J-013846,j-bench-asian-transport-studies-1270,"Asian Transport Studies",2185-5560,S4210223082,280,reused
POSI-J-017365,j-bench-aspects-of-molecular-medicine-1271,"Aspects of Molecular Medicine",2949-6888,S4387286890,99,reused
POSI-J-019957,j-bench-aspet-discovery-1272,"ASPET Discovery",3050-5674,S5407047403,33,reused
POSI-J-024395,j-bench-assessing-writing-1273,"Assessing Writing",1075-2935,S146239864,1076,minted
POSI-J-024396,j-bench-astronomy-and-computing-1274,"Astronomy and Computing",2213-1337,S107133554,899,minted
POSI-J-024397,j-bench-astroparticle-physics-1275,"Astroparticle Physics",0927-6505,S202958571,2809,minted
POSI-J-000844,j-bench-atenci-n-primaria-1276,"Atención Primaria",0212-6567,S48754089,6600,reused
POSI-J-010867,j-bench-atherosclerosis-plus-1277,"Atherosclerosis Plus",2667-0895,S4210236682,289,reused
POSI-J-024398,j-bench-atherosclerosis-supplements-1278,"Atherosclerosis Supplements",1567-5688,S120256695,13633,minted
POSI-J-024399,j-bench-atlas-of-the-oral-and-maxillofacial-surgery-clinics-1279,"Atlas of the Oral and Maxillofacial Surgery Clinics",1061-3315,S2764758188,850,minted
POSI-J-007551,j-bench-atmospheric-environment-x-1280,"Atmospheric Environment: X",2590-1621,S4210206941,489,reused
POSI-J-002610,j-bench-atmospheric-and-oceanic-science-letters-1281,"Atmospheric and Oceanic Science Letters",1674-2834,S2764567338,1510,reused
POSI-J-024400,j-bench-atmospheric-pollution-research-1282,"Atmospheric Pollution Research",1309-1042,S30869261,3150,minted
POSI-J-024401,j-bench-atmospheric-research-1283,"Atmospheric Research",0169-8095,S171488675,8808,minted
POSI-J-024402,j-bench-atomic-data-and-nuclear-data-tables-1284,"Atomic Data and Nuclear Data Tables",0092-640X,S24484104,1727,minted
POSI-J-024403,j-bench-auris-nasus-larynx-1285,"Auris Nasus Larynx",0385-8146,S66787336,4741,minted
POSI-J-024404,j-bench-australasian-emergency-care-1286,"Australasian Emergency Care",2588-994X,S2898446752,459,minted
POSI-J-024405,j-bench-australian-critical-care-1287,"Australian Critical Care",1036-7314,S149987840,3910,minted
POSI-J-001015,j-bench-australian-and-new-zealand-journal-of-public-health-1288,"Australian and New Zealand Journal of Public Health",1326-0200,S4210198536,4839,reused
POSI-J-024406,j-bench-autoimmunity-reviews-1289,"Autoimmunity Reviews",1568-9972,S12874817,3611,minted
POSI-J-024407,j-bench-automatica-1290,"Automatica",0005-1098,S51360982,15796,minted
POSI-J-024408,j-bench-automation-in-construction-1291,"Automation in Construction",0926-5805,S172073041,6949,minted
POSI-J-024409,j-bench-autonomic-neuroscience-1292,"Autonomic Neuroscience",1566-0702,S74113319,4510,minted
POSI-J-024410,j-bench-autonomous-transportation-research-1293,"Autonomous Transportation Research",3050-8622,S5407047502,17,minted
POSI-J-005381,j-bench-avian-research-1294,"Avian Research",2053-7166,S4210204301,723,reused
POSI-J-024411,j-bench-bacteriophage-1295,"Bacteriophage",3051-2697,S5407054404,9,minted
POSI-J-001816,j-bench-basic-and-applied-ecology-1296,"Basic and Applied Ecology",1439-1791,S733369,2261,reused
POSI-J-024412,j-bench-basketball-studies-1297,"Basketball Studies",3117-8839,S7407056295,4,minted
POSI-J-013647,j-bench-bba-advances-1298,"BBA Advances",2667-1603,S4210216961,193,reused
POSI-J-024413,j-bench-behavior-therapy-1299,"Behavior Therapy",0005-7894,S56240272,4961,minted
POSI-J-024414,j-bench-behavioural-processes-1300,"Behavioural Processes",0376-6357,S128158437,6042,minted
POSI-J-024415,j-bench-benchcouncil-transactions-on-benchmarks-standards-and-evalua-1301,"BenchCouncil Transactions on Benchmarks, Standards and Evaluations",2772-4859,S4210222429,138,minted
POSI-J-024416,j-bench-best-practice-research-clinical-anaesthesiology-1302,"Best Practice & Research Clinical Anaesthesiology",1521-6896,S4393917721,1497,minted
POSI-J-024417,j-bench-best-practice-research-clinical-endocrinology-metabolism-1303,"Best Practice & Research Clinical Endocrinology & Metabolism",1521-690X,S63781308,1880,minted
POSI-J-024418,j-bench-best-practice-research-clinical-gastroenterology-1304,"Best Practice & Research Clinical Gastroenterology",1521-6918,S67215617,2145,minted
POSI-J-024419,j-bench-best-practice-research-clinical-haematology-1305,"Best Practice & Research Clinical Haematology",1521-6926,S24357767,1547,minted
POSI-J-024420,j-bench-best-practice-research-clinical-obstetrics-gynaecology-1306,"Best Practice & Research Clinical Obstetrics & Gynaecology",1521-6934,S4394736659,2866,minted
POSI-J-024421,j-bench-best-practice-research-clinical-rheumatology-1307,"Best Practice & Research Clinical Rheumatology",1521-6942,S1036238847,2199,minted
POSI-J-024422,j-bench-big-data-and-earth-system-1308,"Big Data and Earth System",3050-7405,S5407047470,23,minted
POSI-J-024423,j-bench-big-data-research-1309,"Big Data Research",2214-5796,S2491565770,596,minted
POSI-J-024424,j-bench-bioactive-carbohydrates-and-dietary-fibre-1310,"Bioactive Carbohydrates and Dietary Fibre",2212-6198,S2764675440,566,minted
POSI-J-024425,j-bench-bioactive-materials-1311,"Bioactive Materials",2452-199X,S2898508902,3029,minted
POSI-J-024426,j-bench-biocatalysis-and-agricultural-biotechnology-1312,"Biocatalysis and Agricultural Biotechnology",1878-8181,S2764378920,4294,minted
POSI-J-024427,j-bench-biochemical-engineering-journal-1313,"Biochemical Engineering Journal",1369-703X,S168210271,7026,minted
POSI-J-024428,j-bench-biochemical-systematics-and-ecology-1314,"Biochemical Systematics and Ecology",0305-1978,S93466130,6942,minted
POSI-J-001558,j-bench-biochemistry-and-biophysics-reports-1315,"Biochemistry and Biophysics Reports",2405-5808,S2764640729,2711,reused
POSI-J-024429,j-bench-biochimica-et-biophysica-acta-bba-gene-regulatory-mechanisms-1316,"Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms",1874-9399,S4210203689,1958,minted
POSI-J-024430,j-bench-biochimica-et-biophysica-acta-bba-molecular-basis-of-disease-1317,"Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease",0925-4439,S4210173099,7252,minted
POSI-J-024431,j-bench-biochimica-et-biophysica-acta-bba-molecular-and-cell-biology-1318,"Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids",1388-1981,S4210172276,4366,minted
POSI-J-024432,j-bench-biochimica-et-biophysica-acta-bba-molecular-cell-research-1319,"Biochimica et Biophysica Acta (BBA) - Molecular Cell Research",0167-4889,S4210226410,9456,minted
POSI-J-024433,j-bench-biochimica-et-biophysica-acta-bba-proteins-and-proteomics-1320,"Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics",1570-9639,S4210222880,4474,minted
POSI-J-024434,j-bench-biochimica-et-biophysica-acta-bba-reviews-on-cancer-1321,"Biochimica et Biophysica Acta (BBA) - Reviews on Cancer",0304-419X,S4210180990,2660,minted
POSI-J-024435,j-bench-biochimie-1322,"Biochimie",0300-9084,S75247133,12820,minted
POSI-J-024436,j-bench-biocybernetics-and-biomedical-engineering-1323,"Biocybernetics and Biomedical Engineering",0208-5216,S137309422,986,minted
POSI-J-015536,j-bench-biodesign-research-1324,"BioDesign Research",2693-1257,S4210209251,143,reused
POSI-J-024437,j-bench-bioelectrochemistry-1325,"Bioelectrochemistry",1567-5394,S99498898,3787,minted
POSI-J-009223,j-bench-biofilm-1326,"Biofilm",2590-2075,S4210237754,382,reused
POSI-J-014945,j-bench-biogeotechnics-1327,"Biogeotechnics",2949-9291,S4387288149,165,reused
POSI-J-024438,j-bench-biological-conservation-1328,"Biological Conservation",0006-3207,S80660208,16101,minted
POSI-J-024439,j-bench-biological-control-1329,"Biological Control",1049-9644,S161676133,5839,minted
POSI-J-024440,j-bench-biological-psychiatry-cognitive-neuroscience-and-neuroimagin-1330,"Biological Psychiatry: Cognitive Neuroscience and Neuroimaging",2451-9022,S2898601774,2130,minted
POSI-J-004786,j-bench-biological-psychiatry-global-open-science-1331,"Biological Psychiatry Global Open Science",2667-1743,S4210179861,817,reused
POSI-J-024441,j-bench-biological-psychology-1332,"Biological Psychology",0301-0511,S3694117,5959,minted
POSI-J-024442,j-bench-biologicals-1333,"Biologicals",1045-1056,S110177920,2322,minted
POSI-J-015223,j-bench-biomarkers-in-neuropsychiatry-1334,"Biomarkers in Neuropsychiatry",2666-1446,S4210213153,151,reused
POSI-J-024443,j-bench-biomass-and-bioenergy-1335,"Biomass and Bioenergy",0961-9534,S171918450,9813,minted
POSI-J-022835,j-bench-biomass-futures-1336,"Biomass Futures",3051-4444,S5407053884,65,reused
POSI-J-024444,j-bench-biomaterials-advances-1337,"Biomaterials Advances",2772-9508,S4210239156,2123,minted
POSI-J-016294,j-bench-biomaterials-and-biosystems-1338,"Biomaterials and Biosystems",2666-5344,S4210240166,127,reused
POSI-J-024445,j-bench-biomaterials-and-living-medicine-for-pharmaceutics-1339,"Biomaterials and Living Medicine for Pharmaceutics​",3117-4663,S7407059301,6,minted
POSI-J-019058,j-bench-biomedical-analysis-1340,"Biomedical Analysis",2950-435X,S5407037063,56,reused
POSI-J-012659,j-bench-biomedical-engineering-advances-1341,"Biomedical Engineering Advances",2667-0992,S4210185239,222,reused
POSI-J-024446,j-bench-biomedical-and-environmental-sciences-1342,"Biomedical and Environmental Sciences",0895-3988,S128496675,329,minted
POSI-J-024447,j-bench-biomedical-instrumentation-1343,"Biomedical Instrumentation",3050-5372,S5407050680,26,minted
POSI-J-003300,j-bench-biomedical-journal-1344,"Biomedical Journal",2319-4170,S2764530560,1163,reused
POSI-J-024448,j-bench-biomedical-signal-processing-and-control-1345,"Biomedical Signal Processing and Control",1746-8094,S8427965,10271,minted
POSI-J-016368,j-bench-biomedical-technology-1346,"Biomedical Technology",2949-723X,S4387284625,125,reused
POSI-J-024449,j-bench-biomimetic-intelligence-and-robotics-1347,"Biomimetic Intelligence and Robotics",2667-3797,S4210216266,233,minted
POSI-J-024450,j-bench-bioorganic-chemistry-1348,"Bioorganic Chemistry",0045-2068,S165482960,10005,minted
POSI-J-024451,j-bench-bioorganic-medicinal-chemistry-1349,"Bioorganic & Medicinal Chemistry",0968-0896,S10422866,19468,minted
POSI-J-024452,j-bench-biophysical-chemistry-1350,"Biophysical Chemistry",0301-4622,S63395545,6628,minted
POSI-J-024453,j-bench-biophysical-journal-1351,"Biophysical Journal",0006-3495,S98085912,83774,minted
POSI-J-013961,j-bench-biophysical-reports-1352,"Biophysical Reports",2667-0747,S4210240234,190,reused
POSI-J-024454,j-bench-bioprinting-1353,"Bioprinting",2405-8866,S2898323002,557,minted
POSI-J-024455,j-bench-bioresource-technology-reports-1354,"Bioresource Technology Reports",2589-014X,S2898243299,2948,minted
POSI-J-009351,j-bench-biosafety-and-health-1355,"Biosafety and Health",2590-0536,S4210211253,372,reused
POSI-J-006085,j-bench-biosensors-and-bioelectronics-x-1356,"Biosensors and Bioelectronics: X",2590-1370,S4210214496,628,reused
POSI-J-024456,j-bench-biosystems-1357,"Biosystems",0303-2647,S99347777,5400,minted
POSI-J-024457,j-bench-biosystems-engineering-1358,"Biosystems Engineering",1537-5110,S65230043,4868,minted
POSI-J-022765,j-bench-biotechnology-notes-1359,"Biotechnology Notes",2665-9069,S4210200653,111,reused
POSI-J-003975,j-bench-biotechnology-reports-1360,"Biotechnology Reports",2215-017X,S2764596916,961,reused
POSI-J-024458,j-bench-bja-education-1361,"BJA Education",2058-5349,S2735164665,972,minted
POSI-J-007177,j-bench-bja-open-1362,"BJA Open",2772-6096,S4210191589,519,reused
POSI-J-008617,j-bench-blockchain-research-and-applications-1363,"Blockchain: Research and Applications",2096-7209,S4210227578,437,reused
